interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
2200.00;2300.00;EdgeMesurements;0;11.23;2;6;63;9;9;3.74;9;1.84;66.31;530.72;7.21;0.52;244.47;64.84;87.00
2200.00;2300.00;EdgeMesurements;0;63.96;0;12;64;5;5;21.32;21;10.63;189.85;3024.07;2.52;0.18;2465.21;189.59;1260.00
2200.00;2300.00;EdgeMesurements;4;19.87;0;3;65;4;4;6.62;2;3.30;268.45;939.68;1.78;0.13;815.04;269.29;617.00
2200.00;2300.00;EdgeMesurements;0;15.90;0;22;66;12;12;5.30;14;2.61;40.48;758.09;11.90;0.86;103.79;39.65;0.00
2200.00;2300.00;EdgeMesurements;0;95.04;0;0;67;0;0;31.68;1;15.84;6480.84;4531.72;0.07;0.01;4507.42;6508.30;3679.00
2200.00;2300.00;EdgeMesurements;0;87.97;0;30;68;7;7;29.32;7;14.62;180.83;4194.38;2.66;0.19;3372.62;179.22;2506.00
2200.00;2300.00;EdgeMesurements;0;62.42;0;21;69;47;47;20.81;1;10.37;176.49;2951.23;2.71;0.19;2368.91;174.65;1552.00
2200.00;2300.00;EdgeMesurements;11;48.66;0;15;7;12;12;16.22;29;7.94;135.15;2300.73;3.54;0.25;1674.89;133.00;784.00
2200.00;2300.00;EdgeMesurements;0;138.59;0;21;71;11;11;46.20;15;23.04;346.78;6552.45;1.38;0.10;5881.14;345.28;3605.00
2200.00;2300.00;EdgeMesurements;0;17.20;0;7;72;3;3;5.73;0;2.86;121.50;813.03;3.93;0.28;582.74;120.22;503.00
2200.00;2300.00;EdgeMesurements;0;19.31;0;18;73;0;0;6.44;19;3.16;50.14;913.11;9.53;0.69;280.94;49.20;62.00
2200.00;2300.00;EdgeMesurements;0;11.92;0;13;74;26;26;3.97;10;1.96;51.52;563.81;9.27;0.67;207.02;50.70;124.00
2200.00;2300.00;EdgeMesurements;11;24.91;0;16;75;37;37;8.30;18;4.05;83.73;1177.74;5.71;0.41;695.95;81.96;408.00
2200.00;2300.00;EdgeMesurements;0;120.55;0;7;76;1;1;40.18;2;20.08;1746.07;5699.48;0.27;0.02;5588.53;1738.32;4180.00
2200.00;2300.00;EdgeMesurements;0;5.74;0;8;77;12;12;1.91;5;0.95;38.17;273.75;12.62;0.91;16.62;37.71;0.00
2200.00;2300.00;EdgeMesurements;0;9.31;0;6;78;1;1;3.10;11;1.53;54.32;443.67;8.87;0.64;145.93;53.32;40.00
2200.00;2300.00;EdgeMesurements;0;13.73;0;14;79;21;21;4.58;12;2.25;44.97;654.86;10.71;0.77;156.72;44.23;37.00
2200.00;2300.00;EdgeMesurements;0;223.31;0;27;8;8;8;74.44;21;37.13;460.02;10558.04;1.04;0.07;9760.33;459.01;5615.00
2200.00;2300.00;EdgeMesurements;10;5.46;0;5;80;6;6;1.82;0;0.90;38.21;273.00;13.22;0.95;5.33;37.84;0.00
2200.00;2300.00;EdgeMesurements;0;370.39;0;15;81;0;0;123.46;15;61.57;1201.08;18015.56;0.41;0.03;17479.80;1200.26;11575.00
2200.00;2300.00;EdgeMesurements;0;2.91;0;4;82;6;6;0.97;5;0.48;34.25;141.61;14.35;1.03;3.10;33.88;0.00
2200.00;2300.00;EdgeMesurements;0;388.97;0;6;83;0;0;129.66;6;64.71;3153.31;18919.69;0.16;0.01;18702.98;3152.28;13834.00
2200.00;2300.00;EdgeMesurements;9;7.85;0;11;84;7;7;2.62;0;1.30;37.24;392.40;13.56;0.98;5.00;36.87;0.00
2200.00;2300.00;EdgeMesurements;0;8.96;0;12;85;11;11;2.99;11;1.48;36.72;435.99;13.38;0.96;12.81;36.35;0.00
2200.00;2300.00;EdgeMesurements;0;353.38;0;3;86;7;7;117.79;6;58.67;3817.99;17188.38;0.13;0.01;17028.17;3829.74;13848.00
2200.00;2300.00;EdgeMesurements;28;23.63;0;30;87;17;17;7.88;0;3.90;38.36;1181.51;13.17;0.95;36.50;37.99;0.00
2200.00;2300.00;EdgeMesurements;0;24.17;0;30;88;34;34;8.06;30;3.98;38.74;1175.76;12.69;0.91;63.75;38.36;0.00
2200.00;2300.00;EdgeMesurements;37;29.27;0;40;89;22;22;9.76;0;4.84;38.84;1463.52;13.00;0.94;53.63;38.47;0.00
2200.00;2300.00;EdgeMesurements;0;216.37;0;12;90;15;15;72.12;5;36.01;1096.48;10524.14;0.45;0.03;10172.97;1090.54;7841.00
2200.00;2300.00;EdgeMesurements;0;31.09;0;44;91;33;36;10.36;34;5.12;38.19;1512.11;12.87;0.93;96.28;37.81;0.00
2200.00;2300.00;EdgeMesurements;0;368.22;15;0;92;0;0;122.74;15;61.19;1240.13;18410.92;0.41;0.03;17867.26;1233.95;8104.41
2200.00;2300.00;EdgeMesurements;0;383.48;5;0;93;1;1;127.83;6;63.76;3239.02;19173.97;0.16;0.01;18958.39;3226.21;11085.71
2200.00;2300.00;EdgeMesurements;0;133.96;18;0;94;12;12;44.65;3;21.51;547.93;6698.00;0.92;0.07;6255.46;518.21;5077.00
2200.00;2300.00;EdgeMesurements;0;135.21;10;0;95;11;11;45.07;12;22.48;673.07;6760.68;0.75;0.05;6384.91;671.37;3704.98
2300.00;2400.00;EdgeMesurements;0;1.70;0;2;0;3;3;0.57;1;0.28;46.83;81.15;10.29;0.74;20.95;45.90;5.00
2300.00;2400.00;EdgeMesurements;0;203.51;0;27;1;17;17;67.84;35;33.84;443.02;9703.37;1.09;0.08;8936.23;444.61;6076.00
2300.00;2400.00;EdgeMesurements;1;12.60;0;9;10;30;30;4.20;0;2.09;67.05;595.72;7.13;0.51;290.35;66.39;186.00
2300.00;2400.00;EdgeMesurements;0;19.57;0;11;11;11;11;6.52;10;3.23;86.99;933.31;5.54;0.40;574.39;85.54;376.00
2300.00;2400.00;EdgeMesurements;0;3.03;0;5;13;0;0;1.01;2;0.49;41.13;144.63;11.71;0.84;13.62;40.21;0.00
2300.00;2400.00;EdgeMesurements;8;10.16;0;11;14;6;6;3.39;4;1.67;40.58;480.56;11.77;0.85;64.14;40.01;7.00
2300.00;2400.00;EdgeMesurements;0;199.22;0;33;15;38;38;66.41;30;33.12;328.02;9419.08;1.46;0.10;8410.96;327.47;3271.00
2300.00;2400.00;EdgeMesurements;0;3.43;0;5;16;8;8;1.14;1;0.56;39.84;162.00;11.99;0.86;27.46;39.31;6.00
2300.00;2400.00;EdgeMesurements;0;121.01;13;20;17;12;12;40.34;12;20.13;188.51;5721.50;2.53;0.18;4662.09;187.02;2402.00
2300.00;2400.00;EdgeMesurements;2;19.61;0;3;18;3;3;6.54;3;3.26;353.42;927.38;1.35;0.10;830.83;351.51;775.00
2300.00;2400.00;EdgeMesurements;1;85.52;7;11;19;43;43;28.51;11;14.21;309.73;4043.49;1.54;0.11;3597.99;307.69;2432.00
2300.00;2400.00;EdgeMesurements;0;24.39;0;18;2;11;11;8.13;28;4.02;43.06;1162.71;11.19;0.81;209.06;42.50;0.00
2300.00;2400.00;EdgeMesurements;0;174.72;5;0;20;0;0;58.24;10;29.10;1156.56;8260.94;0.41;0.03;8005.91;1160.13;5813.00
2300.00;2400.00;EdgeMesurements;0;154.48;0;9;21;38;39;51.49;33;25.70;668.44;7303.72;0.71;0.05;6919.80;677.26;6491.00
2300.00;2400.00;EdgeMesurements;1;36.56;0;14;22;13;13;12.19;16;5.83;112.64;1728.77;4.24;0.31;1156.23;106.05;819.00
2300.00;2400.00;EdgeMesurements;1;57.77;7;5;23;10;10;19.26;32;9.57;143.65;2731.30;3.33;0.24;2060.40;143.00;596.00
2300.00;2400.00;EdgeMesurements;0;27.95;0;1;24;2;2;9.32;10;4.64;437.60;1321.50;1.09;0.08;1216.04;445.37;813.00
2300.00;2400.00;EdgeMesurements;0;145.59;15;6;25;22;23;48.53;6;24.22;322.44;6883.44;1.48;0.11;6160.91;319.80;3566.00
2300.00;2400.00;EdgeMesurements;0;1.32;0;5;26;3;3;0.44;1;0.21;61.72;62.20;7.74;0.56;27.26;60.20;12.00
2300.00;2400.00;EdgeMesurements;3;34.52;0;11;27;30;30;11.51;1;5.74;127.75;1632.15;3.74;0.27;1168.86;126.65;1013.00
2300.00;2400.00;EdgeMesurements;0;8.13;0;10;28;3;3;2.71;11;1.34;37.58;387.57;12.82;0.92;39.28;37.11;0.00
2300.00;2400.00;EdgeMesurements;2;49.61;0;11;29;29;29;16.54;1;8.26;228.66;2345.44;2.09;0.15;1975.12;226.48;1460.00
2300.00;2400.00;EdgeMesurements;0;2.74;0;2;3;3;3;0.91;5;0.45;73.81;129.75;6.47;0.47;68.71;72.57;50.00
2300.00;2400.00;EdgeMesurements;0;6.05;0;0;30;0;0;2.02;2;1.01;3335.96;286.21;0.14;0.01;282.90;4334.30;260.00
2300.00;2400.00;EdgeMesurements;0;5.63;0;5;31;11;11;1.88;4;0.92;53.32;265.95;8.96;0.65;86.88;52.48;45.00
2300.00;2400.00;EdgeMesurements;1;68.56;0;5;32;5;5;22.85;2;11.42;871.40;3241.31;0.55;0.04;3114.29;862.51;2583.00
2300.00;2400.00;EdgeMesurements;0;28.29;0;18;33;24;24;9.43;28;4.63;74.88;1337.39;6.38;0.46;710.24;73.53;409.00
2300.00;2400.00;EdgeMesurements;0;130.70;0;3;34;1;1;43.57;2;21.50;1685.54;6179.60;0.28;0.02;6048.62;1676.86;3559.00
2300.00;2400.00;EdgeMesurements;0;159.82;0;3;35;29;29;53.27;15;26.61;1070.31;7556.12;0.45;0.03;7306.77;1090.98;5954.00
2300.00;2400.00;EdgeMesurements;0;13.60;0;1;36;7;7;4.53;2;2.27;231.74;643.00;2.06;0.15;555.78;229.31;498.00
2300.00;2400.00;EdgeMesurements;0;115.09;0;18;37;5;5;38.36;5;19.06;585.14;5441.26;0.82;0.06;5116.13;577.77;3831.00
2300.00;2400.00;EdgeMesurements;0;113.43;7;11;38;0;0;37.81;8;18.88;702.26;5363.06;0.68;0.05;5099.55;700.85;4309.00
2300.00;2400.00;EdgeMesurements;1;79.60;0;16;39;15;15;26.53;3;13.25;302.61;3763.65;1.58;0.11;3321.04;299.66;2872.00
2300.00;2400.00;EdgeMesurements;1;2.13;0;0;4;0;0;0.71;1;0.35;1279.66;100.57;0.37;0.03;98.00;1455.79;98.00
2300.00;2400.00;EdgeMesurements;0;34.97;0;8;40;20;21;11.66;6;5.81;169.59;1653.43;2.82;0.20;1321.30;168.49;1055.00
2300.00;2400.00;EdgeMesurements;27;238.23;10;19;41;38;39;79.41;17;39.62;277.45;11263.30;1.72;0.12;9841.34;276.58;5143.00
2300.00;2400.00;EdgeMesurements;8;138.59;0;8;42;9;9;46.20;5;23.07;806.16;6552.34;0.59;0.04;6265.46;807.05;5110.00
2300.00;2400.00;EdgeMesurements;0;28.54;0;2;43;2;2;9.51;10;4.74;505.71;1349.40;0.94;0.07;1252.98;516.73;1079.00
2300.00;2400.00;EdgeMesurements;0;45.99;8;12;44;5;5;15.33;27;7.61;101.50;2174.18;4.71;0.34;1440.83;100.84;844.00
2300.00;2400.00;EdgeMesurements;1;92.73;6;2;45;4;4;30.91;7;15.44;572.95;4384.35;0.83;0.06;4108.46;571.95;2474.00
2300.00;2400.00;EdgeMesurements;0;21.65;0;21;46;45;45;7.22;20;3.56;49.37;1023.39;9.68;0.70;306.05;48.58;98.00
2300.00;2400.00;EdgeMesurements;3;9.74;0;5;47;5;5;3.25;3;1.61;72.09;460.41;6.63;0.48;234.70;71.33;200.00
2300.00;2400.00;EdgeMesurements;0;13.04;0;13;48;41;41;4.35;16;2.13;46.22;616.34;10.34;0.74;154.58;45.35;59.00
2300.00;2400.00;EdgeMesurements;0;133.62;0;3;49;2;2;44.54;0;22.24;3143.10;6317.78;0.15;0.01;6247.42;3141.91;4759.00
2300.00;2400.00;EdgeMesurements;0;18.32;0;19;5;12;12;6.11;18;3.02;45.43;866.06;10.52;0.76;211.47;44.79;46.00
2300.00;2400.00;EdgeMesurements;0;7.51;0;4;50;4;5;2.50;7;1.22;125.38;354.89;3.81;0.27;265.67;122.23;201.00
2300.00;2400.00;EdgeMesurements;0;11.89;0;22;51;18;18;3.96;11;1.95;41.11;566.94;11.72;0.84;78.30;40.60;0.00
2300.00;2400.00;EdgeMesurements;6;118.89;4;15;52;7;7;39.63;8;19.75;353.62;5621.07;1.35;0.10;5048.40;352.07;1879.00
2300.00;2400.00;EdgeMesurements;0;44.42;0;0;53;1;1;14.81;0;7.40;1187.18;2100.00;0.40;0.03;2033.93;1174.76;1813.00
2300.00;2400.00;EdgeMesurements;0;13.26;0;9;54;8;8;4.42;10;2.12;85.35;627.01;5.60;0.40;381.09;81.00;121.00
2300.00;2400.00;EdgeMesurements;0;131.79;4;9;55;0;0;43.93;0;21.93;695.37;6231.19;0.69;0.05;5922.01;688.10;3884.00
2300.00;2400.00;EdgeMesurements;5;28.63;0;10;56;12;12;9.54;8;4.63;114.83;1353.46;4.16;0.30;965.20;111.12;509.00
2300.00;2400.00;EdgeMesurements;6;127.99;6;13;57;6;6;42.66;6;21.29;423.48;6051.40;1.13;0.08;5547.26;422.14;3812.00
2300.00;2400.00;EdgeMesurements;1;107.05;0;3;58;0;0;35.68;21;17.77;350.59;5061.29;1.36;0.10;4537.06;351.36;2687.00
2300.00;2400.00;EdgeMesurements;0;182.40;10;10;59;21;24;60.80;40;30.34;237.41;8624.05;2.01;0.14;7350.01;237.11;4021.00
2300.00;2400.00;EdgeMesurements;0;7.98;0;8;6;1;1;2.66;8;1.31;48.12;377.19;9.93;0.71;95.49;47.22;0.00
2300.00;2400.00;EdgeMesurements;0;69.91;5;31;60;19;19;23.30;12;11.60;120.26;3305.17;3.97;0.29;2347.69;119.15;1652.00
2300.00;2400.00;EdgeMesurements;5;124.35;0;5;61;22;22;41.45;7;20.71;765.11;5879.20;0.62;0.04;5598.63;767.17;4405.00
2300.00;2400.00;EdgeMesurements;0;6.13;6;0;62;3;3;2.04;7;1.01;43.29;289.83;11.04;0.79;44.38;42.30;0.00
2300.00;2400.00;EdgeMesurements;0;4.56;0;2;63;3;3;1.52;3;0.74;151.67;215.55;3.15;0.23;165.29;146.26;120.00
2300.00;2400.00;EdgeMesurements;0;42.02;0;10;64;5;5;14.01;18;6.98;148.77;1986.88;3.21;0.23;1511.06;148.51;892.00
2300.00;2400.00;EdgeMesurements;1;16.52;0;1;65;0;0;5.51;1;2.75;703.53;780.83;0.68;0.05;745.53;702.50;675.00
2300.00;2400.00;EdgeMesurements;0;20.54;0;22;66;21;21;6.85;30;3.35;43.00;979.50;11.20;0.81;166.24;41.86;0.00
2300.00;2400.00;EdgeMesurements;0;92.63;0;0;67;0;0;30.88;3;15.43;5041.03;4416.44;0.10;0.01;4386.69;5107.20;3784.00
2300.00;2400.00;EdgeMesurements;0;99.94;0;11;68;7;7;33.31;5;16.63;965.50;4765.37;0.50;0.04;4592.29;963.79;3775.00
2300.00;2400.00;EdgeMesurements;9;90.15;0;18;69;26;26;30.05;16;14.96;232.22;4262.30;2.06;0.15;3616.35;231.31;2559.00
2300.00;2400.00;EdgeMesurements;6;18.15;0;14;7;6;6;6.05;9;3.00;58.96;858.13;8.10;0.58;352.75;58.22;172.00
2300.00;2400.00;EdgeMesurements;0;141.92;0;7;71;18;18;47.31;17;23.59;716.99;6709.78;0.67;0.05;6373.34;721.64;4000.00
2300.00;2400.00;EdgeMesurements;3;20.06;0;7;72;5;5;6.69;4;3.33;136.22;948.49;3.51;0.25;684.99;135.20;567.00
2300.00;2400.00;EdgeMesurements;0;18.23;0;10;73;3;3;6.08;19;3.00;54.58;862.01;8.75;0.63;299.22;53.58;40.00
2300.00;2400.00;EdgeMesurements;0;16.75;0;20;74;27;27;5.58;12;2.70;48.06;792.12;9.94;0.72;236.78;46.11;72.00
2300.00;2400.00;EdgeMesurements;7;23.49;0;22;75;72;72;7.83;9;3.87;48.27;1110.53;9.90;0.71;314.18;47.58;104.00
2300.00;2400.00;EdgeMesurements;0;128.23;0;6;76;0;0;42.74;3;21.36;1542.02;6062.74;0.31;0.02;5929.09;1537.32;4387.00
2300.00;2400.00;EdgeMesurements;0;2.81;0;3;77;7;7;0.94;6;0.46;35.02;134.07;13.76;0.99;12.25;34.54;0.00
2300.00;2400.00;EdgeMesurements;0;8.87;0;6;78;11;11;2.96;10;1.46;57.70;422.85;8.35;0.60;176.02;56.74;81.00
2300.00;2400.00;EdgeMesurements;0;31.12;0;30;79;37;37;10.37;17;5.11;61.45;1483.61;7.84;0.56;638.31;60.62;185.00
2300.00;2400.00;EdgeMesurements;0;230.65;0;20;8;8;8;76.88;20;38.36;591.49;10905.17;0.81;0.06;10264.44;591.24;5782.00
2300.00;2400.00;EdgeMesurements;8;6.63;0;10;80;4;4;2.21;0;1.10;35.86;331.38;14.08;1.01;5.43;35.51;0.00
2300.00;2400.00;EdgeMesurements;0;370.36;0;15;81;0;0;123.45;15;61.57;1200.70;18014.20;0.41;0.03;17477.15;1199.90;11573.00
2300.00;2400.00;EdgeMesurements;0;6.80;0;9;82;8;8;2.27;10;1.12;36.62;330.99;13.42;0.97;13.51;36.26;0.00
2300.00;2400.00;EdgeMesurements;0;388.97;0;6;83;0;0;129.66;6;64.71;3155.28;18919.60;0.16;0.01;18702.74;3154.25;13813.00
2300.00;2400.00;EdgeMesurements;15;12.03;0;16;84;11;11;4.01;0;1.99;37.53;601.72;13.46;0.97;13.97;37.16;0.00
2300.00;2400.00;EdgeMesurements;0;11.72;0;15;85;18;18;3.91;16;1.93;37.76;570.25;13.01;0.94;30.89;37.38;0.00
2300.00;2400.00;EdgeMesurements;0;341.05;0;3;86;4;4;113.68;6;56.62;4003.55;16588.57;0.12;0.01;16440.64;4020.56;13363.00
2300.00;2400.00;EdgeMesurements;33;23.64;0;31;87;22;22;7.88;0;3.90;37.23;1181.82;13.57;0.98;34.00;36.87;0.00
2300.00;2400.00;EdgeMesurements;0;24.70;0;33;88;40;40;8.23;31;4.06;37.42;1201.21;13.13;0.95;70.17;37.05;0.00
2300.00;2400.00;EdgeMesurements;45;32.53;0;36;89;27;27;10.84;0;5.38;39.60;1626.53;12.75;0.92;87.80;39.22;0.00
2300.00;2400.00;EdgeMesurements;0;220.27;0;2;90;3;3;73.42;5;36.67;4382.07;10714.14;0.11;0.01;10624.87;4427.39;8834.00
2300.00;2400.00;EdgeMesurements;0;28.47;0;31;91;34;35;9.49;35;4.69;38.96;1384.85;12.61;0.91;91.17;38.57;0.00
2300.00;2400.00;EdgeMesurements;0;368.20;15;0;92;0;0;122.73;15;61.19;1239.90;18410.02;0.41;0.03;17868.04;1233.71;8101.50
2300.00;2400.00;EdgeMesurements;0;383.16;6;0;93;2;2;127.72;6;63.71;3226.54;19157.98;0.16;0.01;18942.52;3213.53;11082.72
2300.00;2400.00;EdgeMesurements;0;163.22;16;0;94;8;8;54.41;3;26.39;815.85;8161.00;0.62;0.04;7792.88;778.08;6698.00
2300.00;2400.00;EdgeMesurements;0;128.62;2;0;95;0;0;42.87;2;21.38;3248.48;6430.97;0.16;0.01;6359.81;3235.49;3705.98
2400.00;2500.00;EdgeMesurements;0;9.57;0;10;0;18;18;3.19;7;1.57;52.02;456.35;9.26;0.67;142.54;51.17;71.00
2400.00;2500.00;EdgeMesurements;0;176.02;0;20;1;18;18;58.67;19;29.25;265.36;8392.42;1.82;0.13;7294.27;263.52;2896.00
2400.00;2500.00;EdgeMesurements;5;23.54;0;14;10;31;31;7.85;15;3.89;90.75;1113.12;5.27;0.38;689.47;90.13;567.00
2400.00;2500.00;EdgeMesurements;0;8.11;0;5;11;3;3;2.70;8;1.34;66.16;386.70;7.28;0.52;190.56;65.30;120.00
2400.00;2500.00;EdgeMesurements;0;7.31;0;7;13;10;10;2.44;10;1.19;41.07;348.42;11.73;0.84;46.46;39.92;0.00
2400.00;2500.00;EdgeMesurements;4;5.48;0;8;14;8;10;1.83;3;0.90;39.05;259.01;12.24;0.88;22.75;38.44;0.00
2400.00;2500.00;EdgeMesurements;0;202.84;0;29;15;21;21;67.61;32;33.67;303.21;9590.45;1.58;0.11;8488.47;302.50;3239.00
2400.00;2500.00;EdgeMesurements;0;15.18;0;27;16;4;4;5.06;7;2.50;41.68;717.79;11.46;0.83;130.96;41.02;28.00
2400.00;2500.00;EdgeMesurements;0;156.18;8;1;17;26;26;52.06;19;26.00;1001.24;7384.07;0.48;0.03;7121.11;1011.80;6281.00
2400.00;2500.00;EdgeMesurements;0;17.32;0;1;18;1;1;5.77;3;2.89;558.05;819.03;0.86;0.06;772.13;552.21;710.00
2400.00;2500.00;EdgeMesurements;3;105.46;6;23;19;37;37;35.15;10;17.53;212.74;4986.03;2.25;0.16;4160.05;211.36;1575.00
2400.00;2500.00;EdgeMesurements;0;14.51;0;21;2;8;8;4.84;19;2.38;41.49;691.92;11.61;0.84;93.17;40.91;0.00
2400.00;2500.00;EdgeMesurements;0;160.16;2;0;20;0;0;53.39;10;26.68;1705.04;7572.41;0.28;0.02;7411.71;1725.67;5465.00
2400.00;2500.00;EdgeMesurements;0;101.38;0;22;21;2;2;33.79;10;16.85;246.07;4793.28;1.94;0.14;4113.37;244.10;1800.00
2400.00;2500.00;EdgeMesurements;1;21.79;0;9;22;21;21;7.26;8;3.61;118.99;1030.06;4.02;0.29;717.02;118.09;498.00
2400.00;2500.00;EdgeMesurements;0;37.20;8;4;23;2;2;12.40;15;6.16;130.82;1758.61;3.65;0.26;1302.00;128.81;782.00
2400.00;2500.00;EdgeMesurements;0;26.58;0;10;24;5;5;8.86;12;4.40;124.28;1256.84;3.84;0.28;906.38;123.10;435.00
2400.00;2500.00;EdgeMesurements;0;164.59;1;3;25;7;7;54.86;18;27.40;1887.53;7782.01;0.25;0.02;7640.56;1942.21;6538.00
2400.00;2500.00;EdgeMesurements;0;6.28;0;0;26;2;2;2.09;5;1.03;71.68;296.95;6.67;0.48;152.11;70.07;52.00
2400.00;2500.00;EdgeMesurements;5;59.89;0;26;27;35;35;19.96;11;9.93;147.55;2831.44;3.24;0.23;2140.13;146.32;1601.00
2400.00;2500.00;EdgeMesurements;0;6.14;0;9;28;5;5;2.05;5;1.01;35.39;292.54;13.61;0.98;17.28;34.97;0.00
2400.00;2500.00;EdgeMesurements;0;79.07;0;18;29;20;20;26.36;2;13.16;283.92;3738.37;1.68;0.12;3295.10;280.95;2911.00
2400.00;2500.00;EdgeMesurements;0;5.09;0;9;3;2;2;1.70;1;0.84;52.16;240.59;9.16;0.66;81.83;51.63;55.00
2400.00;2500.00;EdgeMesurements;0;1.94;0;0;30;0;0;0.65;1;0.32;5951.07;91.66;0.08;0.01;91.07;18115.41;88.00
2400.00;2500.00;EdgeMesurements;0;0.79;0;1;31;1;1;0.26;2;0.13;37.06;37.53;12.89;0.93;2.53;35.81;0.00
2400.00;2500.00;EdgeMesurements;2;73.89;0;6;32;6;6;24.63;1;12.31;811.80;3493.72;0.59;0.04;3348.73;807.07;2725.00
2400.00;2500.00;EdgeMesurements;0;30.30;0;27;33;50;50;10.10;21;5.00;53.83;1432.41;8.88;0.64;500.43;53.10;219.00
2400.00;2500.00;EdgeMesurements;2;146.74;37;1;34;33;33;48.91;37;24.41;208.74;6937.94;2.29;0.16;5783.49;208.42;4728.00
2400.00;2500.00;EdgeMesurements;0;135.53;0;32;35;11;13;45.18;22;22.51;195.41;6407.78;2.45;0.18;5253.23;194.43;2441.00
2400.00;2500.00;EdgeMesurements;1;19.40;0;8;36;8;8;6.47;3;3.22;139.15;917.17;3.43;0.25;696.11;137.82;613.00
2400.00;2500.00;EdgeMesurements;2;134.11;0;10;37;7;7;44.70;5;22.26;1738.89;6340.55;0.27;0.02;6206.61;1734.86;4937.00
2400.00;2500.00;EdgeMesurements;0;126.95;0;9;38;0;0;42.32;6;21.12;1451.23;6002.27;0.33;0.02;5860.75;1455.45;3904.00
2400.00;2500.00;EdgeMesurements;4;69.81;0;8;39;35;35;23.27;40;11.55;221.56;3300.59;2.16;0.16;2787.59;223.14;1547.00
2400.00;2500.00;EdgeMesurements;1;0.76;0;1;4;2;2;0.25;0;0.12;35.97;35.97;13.28;0.96;1.52;35.61;0.00
2400.00;2500.00;EdgeMesurements;0;43.55;0;4;40;5;6;14.52;2;7.25;379.12;2058.92;1.26;0.09;1876.08;375.71;1604.00
2400.00;2500.00;EdgeMesurements;8;145.41;2;5;41;17;17;48.47;38;24.08;279.39;6875.03;1.71;0.12;6016.70;279.61;2411.00
2400.00;2500.00;EdgeMesurements;1;119.33;0;8;42;46;46;39.78;13;19.85;378.36;5641.85;1.26;0.09;5122.38;377.52;2221.00
2400.00;2500.00;EdgeMesurements;0;13.04;0;2;43;2;2;4.35;3;2.17;525.32;616.48;0.91;0.07;574.08;530.85;462.00
2400.00;2500.00;EdgeMesurements;0;43.34;6;12;44;9;9;14.45;16;7.18;135.81;2049.09;3.52;0.25;1521.95;134.90;949.00
2400.00;2500.00;EdgeMesurements;1;79.83;7;10;45;23;23;26.61;12;13.26;213.01;3774.20;2.24;0.16;3144.91;210.87;1110.00
2400.00;2500.00;EdgeMesurements;0;23.71;0;18;46;24;24;7.90;22;3.91;56.48;1120.97;8.46;0.61;434.26;55.64;205.00
2400.00;2500.00;EdgeMesurements;1;8.23;0;4;47;7;7;2.74;5;1.36;114.76;389.21;4.16;0.30;263.09;114.09;231.00
2400.00;2500.00;EdgeMesurements;0;12.60;0;13;48;24;24;4.20;13;2.07;45.84;595.96;10.42;0.75;136.97;45.12;51.00
2400.00;2500.00;EdgeMesurements;0;134.92;0;0;49;1;1;44.97;2;22.48;12396.91;6379.16;0.04;0.00;6361.12;12782.77;5433.00
2400.00;2500.00;EdgeMesurements;0;20.29;0;17;5;29;29;6.76;18;3.34;55.88;959.24;8.55;0.62;315.16;55.10;92.00
2400.00;2500.00;EdgeMesurements;0;7.21;0;4;50;5;5;2.40;0;1.20;82.53;340.75;5.79;0.42;193.51;81.66;161.00
2400.00;2500.00;EdgeMesurements;0;27.07;0;31;51;20;21;9.02;23;4.44;43.78;1290.90;11.00;0.79;239.72;42.57;3.00
2400.00;2500.00;EdgeMesurements;1;144.53;25;3;52;3;3;48.18;2;24.03;393.66;6833.28;1.21;0.09;6213.76;388.74;3024.00
2400.00;2500.00;EdgeMesurements;0;33.97;0;1;53;2;2;11.32;14;5.64;401.42;1606.24;1.19;0.09;1460.72;408.70;864.00
2400.00;2500.00;EdgeMesurements;1;31.83;0;8;54;23;23;10.61;1;5.29;174.13;1504.77;2.74;0.20;1193.20;172.57;1061.00
2400.00;2500.00;EdgeMesurements;0;141.45;0;5;55;10;10;47.15;16;23.56;1732.11;6687.88;0.28;0.02;6550.09;1764.13;6110.00
2400.00;2500.00;EdgeMesurements;3;33.48;0;15;56;12;12;11.16;6;5.54;122.84;1583.06;3.89;0.28;1116.79;121.43;943.00
2400.00;2500.00;EdgeMesurements;4;130.73;5;3;57;0;0;43.58;1;21.78;1461.08;6180.82;0.33;0.02;6029.21;1457.24;5050.00
2400.00;2500.00;EdgeMesurements;2;111.43;0;17;58;5;6;37.14;4;18.54;459.25;5268.45;1.04;0.07;4873.89;456.64;3555.00
2400.00;2500.00;EdgeMesurements;0;159.40;7;26;59;26;27;53.13;31;26.48;298.76;7536.62;1.60;0.12;6668.45;299.24;3569.00
2400.00;2500.00;EdgeMesurements;0;8.07;0;8;6;0;0;2.69;8;1.32;48.70;381.55;9.81;0.71;97.35;47.79;0.00
2400.00;2500.00;EdgeMesurements;0;116.13;2;23;60;6;6;38.71;17;19.25;530.09;5490.77;0.90;0.06;5129.07;531.11;2316.00
