interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
300.00;400.00;EdgeMesurements;0;4.88;0;3;33;2;2;1.63;3;0.80;76.85;230.55;6.22;0.45;126.21;75.75;92.00
300.00;400.00;EdgeMesurements;1;47.63;20;13;34;12;12;15.88;28;7.87;71.14;2252.18;6.72;0.48;1164.76;70.08;388.00
300.00;400.00;EdgeMesurements;0;14.50;2;8;35;8;8;4.83;5;2.40;78.16;685.73;6.11;0.44;369.53;77.38;267.00
300.00;400.00;EdgeMesurements;4;22.95;2;13;36;24;24;7.65;17;3.75;54.98;1085.15;8.69;0.63;396.30;53.45;149.00
300.00;400.00;EdgeMesurements;2;23.48;1;26;37;61;61;7.83;13;3.86;48.00;1110.10;9.95;0.72;297.43;47.24;104.00
300.00;400.00;EdgeMesurements;2;49.09;9;16;38;14;14;16.36;16;7.99;117.43;2321.12;4.07;0.29;1611.06;114.16;827.00
300.00;400.00;EdgeMesurements;7;27.61;3;19;39;25;25;9.20;16;4.51;56.84;1305.31;8.41;0.61;478.73;55.47;259.00
300.00;400.00;EdgeMesurements;0;6.07;0;5;4;4;4;2.02;0;1.01;86.94;287.16;5.50;0.40;176.77;86.03;148.00
300.00;400.00;EdgeMesurements;0;28.71;4;17;40;24;24;9.57;13;4.75;69.11;1357.59;6.91;0.50;635.84;68.26;402.00
300.00;400.00;EdgeMesurements;6;82.81;8;45;41;19;19;27.60;27;13.71;95.92;3915.39;4.98;0.36;2517.66;94.81;1236.00
300.00;400.00;EdgeMesurements;2;10.37;5;5;42;24;24;3.46;9;1.71;49.73;490.40;9.61;0.69;125.49;48.69;47.00
300.00;400.00;EdgeMesurements;0;18.56;4;12;43;16;16;6.19;16;3.06;53.79;877.70;8.88;0.64;279.45;52.81;92.00
300.00;400.00;EdgeMesurements;0;30.65;9;17;44;18;18;10.22;25;5.06;59.25;1449.23;8.06;0.58;618.05;58.51;286.00
300.00;400.00;EdgeMesurements;2;39.06;9;23;45;52;52;13.02;38;6.43;55.11;1846.80;8.67;0.62;688.87;54.19;119.00
300.00;400.00;EdgeMesurements;0;22.14;0;20;46;48;48;7.38;19;3.64;52.68;1046.62;9.07;0.65;393.19;51.71;138.00
300.00;400.00;EdgeMesurements;1;49.33;0;35;47;26;26;16.44;26;8.12;73.70;2332.19;6.48;0.47;1220.89;72.51;383.00
300.00;400.00;EdgeMesurements;0;14.89;0;13;48;20;20;4.96;17;2.44;53.70;703.78;8.90;0.64;260.78;52.69;94.00
300.00;400.00;EdgeMesurements;0;88.14;0;31;49;47;47;29.38;3;14.64;227.91;4167.37;2.10;0.15;3547.72;225.73;2533.00
300.00;400.00;EdgeMesurements;0;9.80;0;13;5;27;27;3.27;10;1.61;37.15;463.13;12.86;0.93;58.33;36.60;11.00
300.00;400.00;EdgeMesurements;1;6.28;0;4;50;16;16;2.09;3;1.01;67.03;296.85;7.13;0.51;145.77;63.95;92.00
300.00;400.00;EdgeMesurements;0;0.54;0;2;51;2;2;0.18;2;0.09;38.03;25.73;12.67;0.91;1.80;37.52;0.00
300.00;400.00;EdgeMesurements;5;25.96;8;17;52;14;14;8.65;11;4.26;62.29;1227.22;7.67;0.55;555.69;59.99;307.00
300.00;400.00;EdgeMesurements;0;22.13;2;16;53;11;11;7.38;24;3.63;53.55;1046.26;8.92;0.64;360.72;52.28;92.00
300.00;400.00;EdgeMesurements;3;12.33;4;8;54;11;11;4.11;5;1.97;53.40;582.87;8.95;0.64;205.68;50.45;67.00
300.00;400.00;EdgeMesurements;0;57.99;11;17;55;21;21;19.33;16;9.62;119.76;2741.72;3.99;0.29;1929.28;118.77;380.00
300.00;400.00;EdgeMesurements;3;26.54;1;23;56;33;33;8.85;18;4.28;53.07;1254.63;9.00;0.65;399.96;51.02;97.00
300.00;400.00;EdgeMesurements;6;38.04;8;27;57;17;17;12.68;34;6.26;55.52;1798.70;8.61;0.62;671.40;54.58;232.00
300.00;400.00;EdgeMesurements;4;12.42;5;6;58;10;10;4.14;8;2.05;58.25;587.18;8.20;0.59;228.54;57.35;116.00
300.00;400.00;EdgeMesurements;0;68.98;13;12;59;6;6;22.99;32;11.44;130.52;3261.23;3.66;0.26;2372.70;129.92;1368.00
300.00;400.00;EdgeMesurements;0;9.04;0;11;6;0;0;3.01;9;1.48;47.27;427.27;10.11;0.73;108.39;46.36;0.00
300.00;400.00;EdgeMesurements;0;26.32;9;6;60;8;8;8.77;7;4.36;103.79;1244.47;4.60;0.33;819.09;101.86;421.00
300.00;400.00;EdgeMesurements;6;28.79;3;27;61;17;17;9.60;24;4.73;46.73;1360.96;10.22;0.74;330.09;45.99;77.00
300.00;400.00;EdgeMesurements;0;35.82;13;1;62;2;2;11.94;15;5.94;110.82;1693.48;4.31;0.31;1170.77;109.68;301.00
300.00;400.00;EdgeMesurements;0;17.57;2;19;63;14;14;5.86;11;2.89;46.17;830.65;10.35;0.75;207.29;45.30;72.00
300.00;400.00;EdgeMesurements;0;19.23;0;10;64;6;6;6.41;12;3.18;81.22;909.11;5.88;0.42;534.25;80.40;400.00
300.00;400.00;EdgeMesurements;2;13.68;0;15;65;42;42;4.56;5;2.25;48.69;646.89;9.81;0.71;191.12;47.98;68.00
300.00;400.00;EdgeMesurements;0;6.28;0;10;66;4;4;2.09;2;1.04;37.93;299.57;12.70;0.91;23.14;37.38;0.00
300.00;400.00;EdgeMesurements;0;11.85;0;10;67;57;57;3.95;10;1.95;50.57;565.00;9.53;0.69;174.55;49.57;63.00
300.00;400.00;EdgeMesurements;0;2.58;0;2;68;4;4;0.86;2;0.42;61.53;123.06;7.83;0.56;59.45;60.26;39.00
300.00;400.00;EdgeMesurements;4;11.53;0;13;69;20;20;3.84;8;1.89;48.37;544.92;9.88;0.71;124.38;47.59;73.00
300.00;400.00;EdgeMesurements;9;63.70;0;40;7;19;19;21.23;29;10.51;74.24;3011.76;6.44;0.46;1589.62;73.19;493.00
300.00;400.00;EdgeMesurements;0;6.72;0;7;70;12;12;2.24;10;1.10;40.51;320.43;11.89;0.86;39.18;39.56;0.00
300.00;400.00;EdgeMesurements;0;20.27;0;13;71;13;13;6.76;13;3.35;73.61;958.19;6.49;0.47;516.90;72.75;322.00
300.00;400.00;EdgeMesurements;3;24.98;0;20;72;15;15;8.33;12;4.09;58.99;1181.13;8.10;0.58;495.39;57.70;231.00
300.00;400.00;EdgeMesurements;0;16.67;0;17;73;12;12;5.56;15;2.73;48.77;788.13;9.80;0.71;194.23;47.88;34.00
300.00;400.00;EdgeMesurements;0;8.20;0;7;74;13;13;2.73;7;1.35;56.02;387.59;8.53;0.61;126.71;54.89;55.00
300.00;400.00;EdgeMesurements;2;3.74;0;4;75;7;7;1.25;2;0.61;53.49;176.85;8.93;0.64;63.66;52.80;47.00
300.00;400.00;EdgeMesurements;0;33.32;0;12;76;14;14;11.11;14;5.52;123.24;1575.36;3.88;0.28;1140.39;122.49;707.00
300.00;400.00;EdgeMesurements;0;4.52;0;6;77;3;3;1.51;5;0.74;39.14;215.48;12.31;0.89;10.71;38.68;0.00
300.00;400.00;EdgeMesurements;0;4.48;0;5;78;2;2;1.49;3;0.74;49.81;213.58;9.67;0.70;67.77;48.74;42.00
300.00;400.00;EdgeMesurements;0;5.34;0;2;79;19;19;1.78;4;0.88;49.46;254.75;9.74;0.70;68.93;48.62;25.00
300.00;400.00;EdgeMesurements;0;20.05;0;13;8;13;13;6.68;8;3.32;80.89;948.18;5.91;0.43;554.48;79.98;419.00
300.00;400.00;EdgeMesurements;13;11.15;0;15;80;6;6;3.72;0;1.84;37.14;557.50;13.60;0.98;13.21;36.78;0.00
300.00;400.00;EdgeMesurements;0;264.43;0;75;81;14;14;88.14;47;43.96;255.89;12862.06;1.92;0.14;11048.80;255.11;5307.00
300.00;400.00;EdgeMesurements;0;11.59;0;15;82;16;16;3.86;15;1.91;37.58;563.65;13.08;0.94;29.51;37.21;0.00
300.00;400.00;EdgeMesurements;0;224.28;0;75;83;8;8;74.76;45;37.27;190.74;10908.80;2.58;0.19;8863.40;189.80;4139.00
300.00;400.00;EdgeMesurements;11;9.70;0;15;84;7;7;3.23;0;1.60;36.83;485.25;13.71;0.99;9.57;36.47;0.00
300.00;400.00;EdgeMesurements;0;13.15;0;20;85;21;21;4.38;15;2.16;36.36;639.46;13.51;0.97;29.87;36.00;0.00
300.00;400.00;EdgeMesurements;0;50.71;0;18;86;12;12;16.90;18;8.42;135.64;2466.31;3.62;0.26;1820.71;134.88;1402.00
300.00;400.00;EdgeMesurements;28;22.70;0;31;87;22;22;7.57;0;3.75;36.53;1135.16;13.82;1.00;25.98;36.18;0.00
300.00;400.00;EdgeMesurements;0;24.82;0;33;88;33;33;8.27;31;4.08;37.67;1207.17;13.04;0.94;68.45;37.30;0.00
300.00;400.00;EdgeMesurements;19;13.81;0;19;89;14;14;4.60;0;2.28;36.65;690.35;13.78;0.99;13.31;36.30;0.00
300.00;400.00;EdgeMesurements;0;0.86;0;1;9;0;0;0.29;1;0.14;40.44;41.05;11.92;0.86;6.42;39.37;0.00
300.00;400.00;EdgeMesurements;0;29.32;0;18;90;23;23;9.77;19;4.85;79.44;1426.22;6.19;0.45;802.71;78.71;566.00
300.00;400.00;EdgeMesurements;0;16.81;0;22;91;33;33;5.60;19;2.76;38.16;817.51;12.88;0.93;46.06;37.78;0.00
300.00;400.00;EdgeMesurements;0;60.99;71;0;92;26;26;20.33;75;10.11;42.38;3049.37;11.92;0.86;443.81;41.93;0.00
300.00;400.00;EdgeMesurements;0;65.55;74;0;93;57;57;21.85;75;10.87;44.33;3277.59;11.39;0.82;575.27;43.88;1.00
300.00;400.00;EdgeMesurements;0;14.56;18;0;94;20;20;4.85;18;2.42;40.31;728.06;12.53;0.90;68.49;39.92;0.00
300.00;400.00;EdgeMesurements;0;14.32;18;0;95;36;36;4.77;18;2.38;39.26;715.91;12.86;0.93;54.55;38.90;1.00
400.00;500.00;EdgeMesurements;0;0.44;0;0;0;1;1;0.15;3;0.07;83.73;21.18;5.75;0.41;12.30;83.18;5.00
400.00;500.00;EdgeMesurements;0;7.66;0;7;1;7;7;2.55;3;1.27;57.50;365.32;8.38;0.60;161.88;56.73;113.00
400.00;500.00;EdgeMesurements;8;15.96;0;18;10;20;20;5.32;6;2.63;44.80;754.61;10.66;0.77;185.85;44.22;70.00
400.00;500.00;EdgeMesurements;0;11.77;0;15;11;6;6;3.92;14;1.94;38.20;561.36;12.61;0.91;72.44;37.68;19.00
400.00;500.00;EdgeMesurements;0;1.97;0;2;12;2;2;0.66;1;0.32;66.29;94.05;7.27;0.52;47.11;65.19;34.00
400.00;500.00;EdgeMesurements;8;9.83;0;11;14;17;17;3.28;1;1.62;42.42;464.94;11.26;0.81;90.85;41.98;45.00
400.00;500.00;EdgeMesurements;0;30.70;0;14;15;13;13;10.23;16;5.08;119.79;1451.42;3.99;0.29;1021.14;118.97;652.00
400.00;500.00;EdgeMesurements;0;4.60;0;6;16;2;2;1.53;4;0.76;40.16;217.36;11.90;0.86;20.63;39.40;0.00
400.00;500.00;EdgeMesurements;0;50.57;13;3;17;13;13;16.86;22;8.39;152.69;2390.84;3.13;0.23;1844.30;152.05;457.00
400.00;500.00;EdgeMesurements;3;35.05;1;9;18;13;13;11.68;15;5.78;138.73;1657.19;3.44;0.25;1233.17;135.87;829.00
400.00;500.00;EdgeMesurements;3;55.12;12;28;19;54;55;18.37;13;9.13;71.23;2606.17;6.71;0.48;1378.06;70.36;759.00
400.00;500.00;EdgeMesurements;0;4.84;0;5;2;8;8;1.61;7;0.80;35.11;230.66;13.72;0.99;15.66;34.67;0.00
400.00;500.00;EdgeMesurements;0;13.37;8;2;20;0;0;4.46;12;2.21;55.54;632.34;8.60;0.62;238.88;54.68;106.00
400.00;500.00;EdgeMesurements;7;25.07;3;20;21;27;27;8.36;12;4.14;63.59;1185.28;7.51;0.54;508.41;62.73;229.00
400.00;500.00;EdgeMesurements;1;34.49;5;26;22;43;43;11.50;24;5.68;50.56;1630.51;9.45;0.68;482.37;49.70;103.00
400.00;500.00;EdgeMesurements;2;45.59;10;30;23;36;36;15.20;29;7.52;54.43;2155.34;8.78;0.63;758.25;53.64;202.00
400.00;500.00;EdgeMesurements;0;9.58;4;5;24;6;6;3.19;7;1.58;55.19;452.94;8.66;0.62;161.25;54.32;77.00
400.00;500.00;EdgeMesurements;1;66.37;16;9;25;41;41;22.12;23;11.00;124.62;3138.16;3.83;0.28;2257.56;123.37;1513.00
400.00;500.00;EdgeMesurements;0;13.53;5;5;26;9;9;4.51;10;2.23;60.22;639.55;7.93;0.57;268.57;59.04;140.00
400.00;500.00;EdgeMesurements;9;57.93;0;29;27;26;26;19.31;7;9.59;100.65;2739.04;4.75;0.34;1779.95;99.47;1226.00
400.00;500.00;EdgeMesurements;0;10.70;0;13;28;10;10;3.57;15;1.76;36.26;510.41;13.29;0.96;39.40;35.79;0.00
400.00;500.00;EdgeMesurements;4;15.57;0;17;29;19;19;5.19;10;2.56;48.34;736.38;9.88;0.71;211.71;47.62;73.00
400.00;500.00;EdgeMesurements;0;15.82;0;5;3;3;3;5.27;12;2.62;133.30;747.90;3.58;0.26;547.96;133.19;414.00
400.00;500.00;EdgeMesurements;0;3.72;0;2;30;3;3;1.24;3;0.61;81.76;175.93;5.84;0.42;97.93;80.72;78.00
400.00;500.00;EdgeMesurements;0;0.84;0;1;31;0;0;0.28;1;0.14;39.63;39.63;12.06;0.87;5.43;38.82;0.00
400.00;500.00;EdgeMesurements;0;36.25;0;13;32;8;8;12.08;16;5.96;112.21;1713.87;4.26;0.31;1204.86;110.11;379.00
400.00;500.00;EdgeMesurements;0;8.11;0;9;33;19;19;2.70;8;1.33;44.86;383.64;10.65;0.77;79.99;44.03;20.00
400.00;500.00;EdgeMesurements;2;63.18;22;21;34;28;28;21.06;24;10.46;81.72;2987.04;5.85;0.42;1711.39;80.46;282.00
400.00;500.00;EdgeMesurements;0;17.74;2;11;35;12;12;5.91;12;2.93;66.70;838.96;7.16;0.52;397.07;65.99;246.00
400.00;500.00;EdgeMesurements;10;15.53;2;13;36;30;30;5.18;11;2.55;47.43;734.42;10.07;0.73;204.27;45.95;102.00
400.00;500.00;EdgeMesurements;1;27.56;1;17;37;65;65;9.19;22;4.52;65.12;1302.91;7.34;0.53;602.46;63.73;163.00
400.00;500.00;EdgeMesurements;2;69.50;9;17;38;22;22;23.17;12;11.41;134.85;3285.87;3.54;0.26;2438.82;132.07;1342.00
400.00;500.00;EdgeMesurements;4;27.45;3;24;39;31;31;9.15;19;4.51;56.24;1298.00;8.50;0.61;461.38;55.13;162.00
400.00;500.00;EdgeMesurements;2;8.70;0;7;4;9;9;2.90;9;1.43;55.32;411.16;8.64;0.62;170.36;54.51;128.00
400.00;500.00;EdgeMesurements;2;33.73;4;12;40;40;40;11.24;28;5.37;89.24;1594.94;5.35;0.39;957.63;85.14;598.00
400.00;500.00;EdgeMesurements;12;76.93;11;24;41;19;19;25.64;37;12.74;84.03;3637.47;5.69;0.41;2131.91;83.19;969.00
400.00;500.00;EdgeMesurements;2;9.82;5;5;42;19;19;3.27;9;1.61;54.84;464.20;8.71;0.63;153.14;52.25;79.00
400.00;500.00;EdgeMesurements;0;28.97;4;19;43;28;28;9.66;24;4.77;57.51;1369.60;8.31;0.60;534.28;56.34;279.00
400.00;500.00;EdgeMesurements;0;41.04;10;25;44;23;23;13.68;24;6.78;59.73;1940.29;8.00;0.58;795.66;59.01;348.00
400.00;500.00;EdgeMesurements;0;40.49;9;21;45;44;44;13.50;28;6.68;63.63;1914.19;7.51;0.54;820.72;62.72;204.00
400.00;500.00;EdgeMesurements;0;20.50;0;19;46;33;33;6.83;21;3.36;50.71;969.43;9.42;0.68;340.17;49.75;98.00
400.00;500.00;EdgeMesurements;5;54.08;0;33;47;50;50;18.03;29;8.84;73.77;2557.13;6.48;0.47;1350.05;71.97;376.00
400.00;500.00;EdgeMesurements;0;12.89;0;13;48;30;30;4.30;12;2.12;49.08;609.66;9.74;0.70;179.69;48.27;67.00
400.00;500.00;EdgeMesurements;0;132.88;0;14;49;19;19;44.29;2;22.13;1174.40;6282.55;0.41;0.03;6099.23;1166.29;5807.00
400.00;500.00;EdgeMesurements;0;11.32;0;13;5;25;25;3.77;13;1.86;41.38;535.29;11.55;0.83;93.58;40.73;20.00
400.00;500.00;EdgeMesurements;0;5.94;0;8;50;11;11;1.98;3;0.97;55.11;280.89;8.67;0.62;94.13;54.03;62.00
400.00;500.00;EdgeMesurements;0;3.41;0;3;51;2;2;1.14;5;0.56;36.34;162.67;13.26;0.95;9.86;35.87;0.00
400.00;500.00;EdgeMesurements;5;43.50;8;23;52;31;31;14.50;17;7.19;69.37;2056.60;6.89;0.50;1024.18;68.32;453.00
400.00;500.00;EdgeMesurements;0;6.52;2;5;53;2;2;2.17;10;1.07;46.57;308.21;10.26;0.74;69.91;45.31;22.00
400.00;500.00;EdgeMesurements;1;19.15;4;7;54;16;16;6.38;6;3.10;91.71;905.45;5.21;0.38;555.28;88.36;326.00
400.00;500.00;EdgeMesurements;0;95.66;12;26;55;45;45;31.89;23;15.87;152.44;4522.65;3.13;0.23;3470.52;151.37;905.00
400.00;500.00;EdgeMesurements;5;28.32;1;28;56;41;41;9.44;14;4.56;56.12;1339.12;8.51;0.61;514.84;53.97;239.00
400.00;500.00;EdgeMesurements;10;40.55;7;36;57;21;21;13.52;29;6.66;45.37;1917.11;10.53;0.76;465.23;44.52;39.00
400.00;500.00;EdgeMesurements;4;13.09;5;5;58;10;10;4.36;8;2.16;53.96;619.05;8.86;0.64;215.16;52.59;63.00
400.00;500.00;EdgeMesurements;0;60.06;12;12;59;11;11;20.02;27;9.96;115.27;2839.74;4.15;0.30;1955.47;114.53;1254.00
400.00;500.00;EdgeMesurements;0;10.79;0;10;6;0;0;3.60;12;1.77;46.36;510.22;10.31;0.74;133.78;45.31;1.00
400.00;500.00;EdgeMesurements;0;42.21;9;6;60;14;14;14.07;8;7.01;150.97;1995.62;3.16;0.23;1552.98;149.36;1117.00
400.00;500.00;EdgeMesurements;5;48.43;3;29;61;23;23;16.14;22;8.00;73.76;2289.76;6.48;0.47;1221.94;72.98;679.00
400.00;500.00;EdgeMesurements;0;30.46;14;1;62;10;10;10.15;14;5.05;107.93;1440.11;4.43;0.32;947.22;106.70;318.00
400.00;500.00;EdgeMesurements;0;15.94;2;11;63;16;16;5.31;16;2.62;54.07;753.74;8.84;0.64;248.64;52.81;93.00
400.00;500.00;EdgeMesurements;0;15.69;0;7;64;5;5;5.23;8;2.60;94.64;741.97;5.05;0.36;473.64;93.68;349.00
400.00;500.00;EdgeMesurements;6;14.99;0;15;65;25;25;5.00;12;2.45;45.15;708.93;10.58;0.76;175.11;44.39;59.00
400.00;500.00;EdgeMesurements;0;6.64;0;8;66;8;8;2.21;8;1.09;40.15;316.65;12.00;0.86;38.56;39.36;0.00
400.00;500.00;EdgeMesurements;0;5.76;0;2;67;11;11;1.92;7;0.94;87.64;274.81;5.50;0.40;162.27;85.95;51.00
400.00;500.00;EdgeMesurements;0;3.67;0;5;68;4;4;1.22;0;0.61;57.65;175.19;8.36;0.60;71.48;57.05;52.00
400.00;500.00;EdgeMesurements;4;18.31;0;21;69;55;55;6.10;8;3.01;44.08;865.72;10.84;0.78;167.97;43.47;60.00
400.00;500.00;EdgeMesurements;12;68.16;0;44;7;33;33;22.72;27;11.25;73.10;3222.50;6.54;0.47;1687.83;72.08;289.00
400.00;500.00;EdgeMesurements;0;1.83;0;2;70;7;7;0.61;2;0.30;43.73;87.46;11.02;0.79;10.36;42.50;0.00
400.00;500.00;EdgeMesurements;0;39.11;0;15;71;15;15;13.04;3;6.50;157.96;1849.27;3.02;0.22;1444.56;156.43;1192.00
400.00;500.00;EdgeMesurements;1;23.47;0;17;72;7;7;7.82;15;3.87;78.22;1109.58;6.11;0.44;604.12;77.31;365.00
400.00;500.00;EdgeMesurements;0;21.38;0;14;73;2;2;7.13;16;3.52;73.70;1010.68;6.48;0.47;518.61;72.74;107.00
400.00;500.00;EdgeMesurements;0;5.72;0;4;74;9;9;1.91;4;0.94;74.62;270.24;6.40;0.46;143.48;73.43;105.00
400.00;500.00;EdgeMesurements;6;5.87;0;7;75;11;11;1.96;0;0.96;39.67;277.53;12.04;0.87;25.17;39.28;5.00
400.00;500.00;EdgeMesurements;0;30.92;0;20;76;21;21;10.31;20;5.11;82.30;1461.67;5.81;0.42;855.94;81.61;489.00
400.00;500.00;EdgeMesurements;0;3.22;0;3;77;3;3;1.07;6;0.53;41.41;153.51;11.63;0.84;10.25;40.85;0.00
400.00;500.00;EdgeMesurements;0;6.32;0;6;78;4;4;2.11;4;1.04;70.55;301.45;6.83;0.49;138.42;69.53;94.00
400.00;500.00;EdgeMesurements;0;9.67;0;8;79;29;29;3.22;10;1.59;57.44;461.12;8.39;0.60;188.07;56.32;74.00
400.00;500.00;EdgeMesurements;0;24.86;0;13;8;13;13;8.29;11;4.12;89.08;1175.45;5.36;0.39;725.26;88.22;518.00
400.00;500.00;EdgeMesurements;14;9.92;0;13;80;9;9;3.31;0;1.64;37.88;496.21;13.33;0.96;9.32;37.52;0.00
400.00;500.00;EdgeMesurements;0;299.26;0;60;81;1;1;99.75;46;49.64;303.81;14556.15;1.62;0.12;12832.85;303.02;5492.00
400.00;500.00;EdgeMesurements;0;10.72;0;14;82;21;21;3.57;13;1.76;38.30;521.50;12.83;0.92;22.59;37.92;0.00
400.00;500.00;EdgeMesurements;0;279.30;0;62;83;8;8;93.10;45;46.41;284.29;13585.18;1.73;0.12;11878.06;283.49;5696.00
400.00;500.00;EdgeMesurements;21;14.65;0;20;84;14;14;4.88;0;2.42;35.94;732.39;14.05;1.01;13.38;35.59;0.00
400.00;500.00;EdgeMesurements;0;13.25;0;15;85;21;21;4.42;20;2.18;35.68;644.40;13.77;0.99;31.08;35.32;0.00
